determined_at,type,special_key,target.target_id,target.target_type,shift_key,masked_key,gid,meta_key
37151,KEY_DOWN,,ae7e362b-ba0a-43bd-a7ad-5bcb16d7c9d7,email,,1051.0,31320854,
37291,KEY_UP,,ae7e362b-ba0a-43bd-a7ad-5bcb16d7c9d7,email,,1051.0,31320854,
37430,KEY_DOWN,,ae7e362b-ba0a-43bd-a7ad-5bcb16d7c9d7,email,,487.0,31320854,
37520,KEY_UP,,ae7e362b-ba0a-43bd-a7ad-5bcb16d7c9d7,email,,487.0,31320854,
37954,KEY_DOWN,,ae7e362b-ba0a-43bd-a7ad-5bcb16d7c9d7,email,,1011.0,31320854,
38044,KEY_UP,,ae7e362b-ba0a-43bd-a7ad-5bcb16d7c9d7,email,,1011.0,31320854,
38544,KEY_DOWN,,ae7e362b-ba0a-43bd-a7ad-5bcb16d7c9d7,email,,1073.0,31320854,
38634,KEY_UP,,ae7e362b-ba0a-43bd-a7ad-5bcb16d7c9d7,email,,1073.0,31320854,
38774,KEY_DOWN,,ae7e362b-ba0a-43bd-a7ad-5bcb16d7c9d7,email,,7915.0,31320854,
38847,KEY_UP,,ae7e362b-ba0a-43bd-a7ad-5bcb16d7c9d7,email,,7915.0,31320854,
38987,KEY_DOWN,,ae7e362b-ba0a-43bd-a7ad-5bcb16d7c9d7,email,,76.0,31320854,
39060,KEY_UP,,ae7e362b-ba0a-43bd-a7ad-5bcb16d7c9d7,email,,76.0,31320854,
39547,KEY_DOWN,Tab,ae7e362b-ba0a-43bd-a7ad-5bcb16d7c9d7,email,,,31320854,
39653,KEY_UP,Tab,4f64ffe9-729a-4e66-b3bb-7b1469834883,password,,,31320854,
40011,KEY_DOWN,Shift,4f64ffe9-729a-4e66-b3bb-7b1469834883,password,True,,31320854,
40115,KEY_DOWN,,4f64ffe9-729a-4e66-b3bb-7b1469834883,password,True,113.0,31320854,
40188,KEY_UP,,4f64ffe9-729a-4e66-b3bb-7b1469834883,password,True,113.0,31320854,
40265,KEY_UP,Shift,4f64ffe9-729a-4e66-b3bb-7b1469834883,password,,,31320854,
40596,KEY_DOWN,,4f64ffe9-729a-4e66-b3bb-7b1469834883,password,,117.0,31320854,
40686,KEY_UP,,4f64ffe9-729a-4e66-b3bb-7b1469834883,password,,117.0,31320854,
40929,KEY_DOWN,,4f64ffe9-729a-4e66-b3bb-7b1469834883,password,,554.0,31320854,
41003,KEY_UP,,4f64ffe9-729a-4e66-b3bb-7b1469834883,password,,554.0,31320854,
41093,KEY_DOWN,,4f64ffe9-729a-4e66-b3bb-7b1469834883,password,,554.0,31320854,
41183,KEY_UP,,4f64ffe9-729a-4e66-b3bb-7b1469834883,password,,554.0,31320854,
41202,KEY_DOWN,,4f64ffe9-729a-4e66-b3bb-7b1469834883,password,,81.0,31320854,
41260,KEY_DOWN,,4f64ffe9-729a-4e66-b3bb-7b1469834883,password,,99.0,31320854,
41333,KEY_UP,,4f64ffe9-729a-4e66-b3bb-7b1469834883,password,,81.0,31320854,
41390,KEY_UP,,4f64ffe9-729a-4e66-b3bb-7b1469834883,password,,99.0,31320854,
41576,KEY_DOWN,,4f64ffe9-729a-4e66-b3bb-7b1469834883,password,,293.0,31320854,
41683,KEY_DOWN,,4f64ffe9-729a-4e66-b3bb-7b1469834883,password,,7859.0,31320854,
41707,KEY_UP,,4f64ffe9-729a-4e66-b3bb-7b1469834883,password,,293.0,31320854,
41765,KEY_DOWN,,4f64ffe9-729a-4e66-b3bb-7b1469834883,password,,386.0,31320854,
41822,KEY_UP,,4f64ffe9-729a-4e66-b3bb-7b1469834883,password,,7859.0,31320854,
41912,KEY_UP,,4f64ffe9-729a-4e66-b3bb-7b1469834883,password,,386.0,31320854,
41995,KEY_DOWN,Shift,4f64ffe9-729a-4e66-b3bb-7b1469834883,password,True,,31320854,
42142,KEY_DOWN,,4f64ffe9-729a-4e66-b3bb-7b1469834883,password,True,119.0,31320854,
42231,KEY_UP,,4f64ffe9-729a-4e66-b3bb-7b1469834883,password,True,119.0,31320854,
42281,KEY_UP,Shift,4f64ffe9-729a-4e66-b3bb-7b1469834883,password,,,31320854,
46271,KEY_DOWN,,ae7e362b-ba0a-43bd-a7ad-5bcb16d7c9d7,email,,120.0,31320854,
46345,KEY_UP,,ae7e362b-ba0a-43bd-a7ad-5bcb16d7c9d7,email,,120.0,31320854,
46381,KEY_DOWN,,ae7e362b-ba0a-43bd-a7ad-5bcb16d7c9d7,email,,7690.0,31320854,
46470,KEY_UP,,ae7e362b-ba0a-43bd-a7ad-5bcb16d7c9d7,email,,7690.0,31320854,
46499,KEY_DOWN,,ae7e362b-ba0a-43bd-a7ad-5bcb16d7c9d7,email,,67.0,31320854,
46572,KEY_UP,,ae7e362b-ba0a-43bd-a7ad-5bcb16d7c9d7,email,,67.0,31320854,
46679,KEY_DOWN,,ae7e362b-ba0a-43bd-a7ad-5bcb16d7c9d7,email,,559.0,31320854,
46752,KEY_DOWN,,ae7e362b-ba0a-43bd-a7ad-5bcb16d7c9d7,email,,288.0,31320854,
46809,KEY_UP,,ae7e362b-ba0a-43bd-a7ad-5bcb16d7c9d7,email,,559.0,31320854,
46850,KEY_UP,,ae7e362b-ba0a-43bd-a7ad-5bcb16d7c9d7,email,,288.0,31320854,
46878,KEY_DOWN,,ae7e362b-ba0a-43bd-a7ad-5bcb16d7c9d7,email,,72.0,31320854,
46951,KEY_UP,,ae7e362b-ba0a-43bd-a7ad-5bcb16d7c9d7,email,,72.0,31320854,
46976,KEY_DOWN,Shift,ae7e362b-ba0a-43bd-a7ad-5bcb16d7c9d7,email,True,,31320854,
47131,KEY_UP,Shift,ae7e362b-ba0a-43bd-a7ad-5bcb16d7c9d7,email,,,31320854,
45307,KEY_DOWN,Meta,ae7e362b-ba0a-43bd-a7ad-5bcb16d7c9d7,email,,,31320854,True
45392,KEY_DOWN,,ae7e362b-ba0a-43bd-a7ad-5bcb16d7c9d7,email,,288.0,31320854,True
45471,KEY_UP,Meta,ae7e362b-ba0a-43bd-a7ad-5bcb16d7c9d7,email,,,31320854,
45490,KEY_UP,,ae7e362b-ba0a-43bd-a7ad-5bcb16d7c9d7,email,,288.0,31320854,
45542,KEY_DOWN,Backspace,ae7e362b-ba0a-43bd-a7ad-5bcb16d7c9d7,email,,,31320854,
45665,KEY_UP,Backspace,ae7e362b-ba0a-43bd-a7ad-5bcb16d7c9d7,email,,,31320854,
47500,KEY_DOWN,Shift,ae7e362b-ba0a-43bd-a7ad-5bcb16d7c9d7,email,True,,31320854,
47582,KEY_DOWN,,ae7e362b-ba0a-43bd-a7ad-5bcb16d7c9d7,email,True,102.0,31320854,
47647,KEY_UP,Shift,ae7e362b-ba0a-43bd-a7ad-5bcb16d7c9d7,email,,,31320854,
47664,KEY_UP,,ae7e362b-ba0a-43bd-a7ad-5bcb16d7c9d7,email,,487.0,31320854,
47730,KEY_DOWN,,ae7e362b-ba0a-43bd-a7ad-5bcb16d7c9d7,email,,1020.0,31320854,
47819,KEY_UP,,ae7e362b-ba0a-43bd-a7ad-5bcb16d7c9d7,email,,1020.0,31320854,
48215,KEY_DOWN,,ae7e362b-ba0a-43bd-a7ad-5bcb16d7c9d7,email,,7690.0,31320854,
48289,KEY_UP,,ae7e362b-ba0a-43bd-a7ad-5bcb16d7c9d7,email,,7690.0,31320854,
48412,KEY_DOWN,,ae7e362b-ba0a-43bd-a7ad-5bcb16d7c9d7,email,,7690.0,31320854,
48502,KEY_UP,,ae7e362b-ba0a-43bd-a7ad-5bcb16d7c9d7,email,,7690.0,31320854,
48631,KEY_DOWN,,ae7e362b-ba0a-43bd-a7ad-5bcb16d7c9d7,email,,72.0,31320854,
48737,KEY_UP,,ae7e362b-ba0a-43bd-a7ad-5bcb16d7c9d7,email,,72.0,31320854,
48825,KEY_DOWN,,ae7e362b-ba0a-43bd-a7ad-5bcb16d7c9d7,email,,104.0,31320854,
48912,KEY_DOWN,,ae7e362b-ba0a-43bd-a7ad-5bcb16d7c9d7,email,,79.0,31320854,
48971,KEY_UP,,ae7e362b-ba0a-43bd-a7ad-5bcb16d7c9d7,email,,104.0,31320854,
49009,KEY_UP,,ae7e362b-ba0a-43bd-a7ad-5bcb16d7c9d7,email,,79.0,31320854,
49024,KEY_DOWN,,ae7e362b-ba0a-43bd-a7ad-5bcb16d7c9d7,email,,72.0,31320854,
49113,KEY_UP,,ae7e362b-ba0a-43bd-a7ad-5bcb16d7c9d7,email,,72.0,31320854,
49136,KEY_DOWN,,ae7e362b-ba0a-43bd-a7ad-5bcb16d7c9d7,email,,104.0,31320854,
49158,KEY_DOWN,,ae7e362b-ba0a-43bd-a7ad-5bcb16d7c9d7,email,,79.0,31320854,
49217,KEY_UP,,ae7e362b-ba0a-43bd-a7ad-5bcb16d7c9d7,email,,104.0,31320854,
50298,KEY_UP,,4f64ffe9-729a-4e66-b3bb-7b1469834883,password,True,113.0,31320854,
50309,KEY_UP,Shift,4f64ffe9-729a-4e66-b3bb-7b1469834883,password,,,31320854,
50443,KEY_DOWN,,4f64ffe9-729a-4e66-b3bb-7b1469834883,password,,117.0,31320854,
50533,KEY_UP,,4f64ffe9-729a-4e66-b3bb-7b1469834883,password,,117.0,31320854,
50841,KEY_DOWN,,4f64ffe9-729a-4e66-b3bb-7b1469834883,password,,554.0,31320854,
50915,KEY_UP,,4f64ffe9-729a-4e66-b3bb-7b1469834883,password,,554.0,31320854,
51022,KEY_DOWN,,4f64ffe9-729a-4e66-b3bb-7b1469834883,password,,554.0,31320854,
51112,KEY_UP,,4f64ffe9-729a-4e66-b3bb-7b1469834883,password,,554.0,31320854,
51130,KEY_DOWN,,4f64ffe9-729a-4e66-b3bb-7b1469834883,password,,81.0,31320854,
51221,KEY_DOWN,,4f64ffe9-729a-4e66-b3bb-7b1469834883,password,,99.0,31320854,
49272,KEY_UP,,ae7e362b-ba0a-43bd-a7ad-5bcb16d7c9d7,email,,79.0,31320854,
49335,KEY_DOWN,,ae7e362b-ba0a-43bd-a7ad-5bcb16d7c9d7,email,,271.0,31320854,
49392,KEY_UP,,ae7e362b-ba0a-43bd-a7ad-5bcb16d7c9d7,email,,271.0,31320854,
49526,KEY_DOWN,,ae7e362b-ba0a-43bd-a7ad-5bcb16d7c9d7,email,,1018.0,31320854,
49615,KEY_UP,,ae7e362b-ba0a-43bd-a7ad-5bcb16d7c9d7,email,,1018.0,31320854,
49722,KEY_DOWN,,ae7e362b-ba0a-43bd-a7ad-5bcb16d7c9d7,email,,7690.0,31320854,
49812,KEY_UP,,ae7e362b-ba0a-43bd-a7ad-5bcb16d7c9d7,email,,7690.0,31320854,
49887,KEY_DOWN,Tab,ae7e362b-ba0a-43bd-a7ad-5bcb16d7c9d7,email,,,31320854,
49943,KEY_UP,Tab,4f64ffe9-729a-4e66-b3bb-7b1469834883,password,,,31320854,
50154,KEY_DOWN,Shift,4f64ffe9-729a-4e66-b3bb-7b1469834883,password,True,,31320854,
50208,KEY_DOWN,,4f64ffe9-729a-4e66-b3bb-7b1469834883,password,True,113.0,31320854,
51262,KEY_UP,,4f64ffe9-729a-4e66-b3bb-7b1469834883,password,,81.0,31320854,
51335,KEY_UP,,4f64ffe9-729a-4e66-b3bb-7b1469834883,password,,99.0,31320854,
51717,KEY_DOWN,,4f64ffe9-729a-4e66-b3bb-7b1469834883,password,,293.0,31320854,
51791,KEY_DOWN,,4f64ffe9-729a-4e66-b3bb-7b1469834883,password,,7859.0,31320854,
51831,KEY_UP,,4f64ffe9-729a-4e66-b3bb-7b1469834883,password,,293.0,31320854,
51857,KEY_DOWN,,4f64ffe9-729a-4e66-b3bb-7b1469834883,password,,386.0,31320854,
51930,KEY_UP,,4f64ffe9-729a-4e66-b3bb-7b1469834883,password,,7859.0,31320854,
51988,KEY_UP,,4f64ffe9-729a-4e66-b3bb-7b1469834883,password,,386.0,31320854,
52087,KEY_DOWN,Shift,4f64ffe9-729a-4e66-b3bb-7b1469834883,password,True,,31320854,
52201,KEY_DOWN,,4f64ffe9-729a-4e66-b3bb-7b1469834883,password,True,119.0,31320854,
52339,KEY_UP,,4f64ffe9-729a-4e66-b3bb-7b1469834883,password,True,119.0,31320854,
52372,KEY_UP,Shift,4f64ffe9-729a-4e66-b3bb-7b1469834883,password,,,31320854,
69922,KEY_UP,Enter,67cedb73-94cb-488b-9d6c-421c51df57bc,body,,,77354846,
75380,KEY_DOWN,,4e12d720-4931-41bb-b214-4c07dad9b4c7,email,,65.0,77354846,
75449,KEY_DOWN,,4e12d720-4931-41bb-b214-4c07dad9b4c7,email,,1152.0,77354846,
75520,KEY_UP,,4e12d720-4931-41bb-b214-4c07dad9b4c7,email,,65.0,77354846,
75610,KEY_UP,,4e12d720-4931-41bb-b214-4c07dad9b4c7,email,,1152.0,77354846,
75970,KEY_DOWN,,4e12d720-4931-41bb-b214-4c07dad9b4c7,email,,1077.0,77354846,
76062,KEY_UP,,4e12d720-4931-41bb-b214-4c07dad9b4c7,email,,1077.0,77354846,
76080,KEY_DOWN,,4e12d720-4931-41bb-b214-4c07dad9b4c7,email,,1152.0,77354846,
76174,KEY_DOWN,,4e12d720-4931-41bb-b214-4c07dad9b4c7,email,,1039.0,77354846,
76198,KEY_UP,,4e12d720-4931-41bb-b214-4c07dad9b4c7,email,,1152.0,77354846,
76268,KEY_UP,,4e12d720-4931-41bb-b214-4c07dad9b4c7,email,,1039.0,77354846,
76454,KEY_DOWN,,4e12d720-4931-41bb-b214-4c07dad9b4c7,email,,1017.0,77354846,
76533,KEY_DOWN,,4e12d720-4931-41bb-b214-4c07dad9b4c7,email,,1144.0,77354846,
76546,KEY_UP,,4e12d720-4931-41bb-b214-4c07dad9b4c7,email,,1017.0,77354846,
76651,KEY_UP,,4e12d720-4931-41bb-b214-4c07dad9b4c7,email,,1144.0,77354846,
77472,KEY_DOWN,,4e12d720-4931-41bb-b214-4c07dad9b4c7,email,,1076.0,77354846,
77564,KEY_UP,,4e12d720-4931-41bb-b214-4c07dad9b4c7,email,,1076.0,77354846,
77696,KEY_DOWN,,4e12d720-4931-41bb-b214-4c07dad9b4c7,email,,302.0,77354846,
77781,KEY_DOWN,,4e12d720-4931-41bb-b214-4c07dad9b4c7,email,,1152.0,77354846,
77811,KEY_UP,,4e12d720-4931-41bb-b214-4c07dad9b4c7,email,,302.0,77354846,
77899,KEY_UP,,4e12d720-4931-41bb-b214-4c07dad9b4c7,email,,1152.0,77354846,
77933,KEY_DOWN,,4e12d720-4931-41bb-b214-4c07dad9b4c7,email,,1077.0,77354846,
78024,KEY_UP,,4e12d720-4931-41bb-b214-4c07dad9b4c7,email,,1077.0,77354846,
78096,KEY_DOWN,,4e12d720-4931-41bb-b214-4c07dad9b4c7,email,,1077.0,77354846,
78184,KEY_UP,,4e12d720-4931-41bb-b214-4c07dad9b4c7,email,,1077.0,77354846,
78281,KEY_DOWN,Shift,4e12d720-4931-41bb-b214-4c07dad9b4c7,email,True,,77354846,
78380,KEY_DOWN,,4e12d720-4931-41bb-b214-4c07dad9b4c7,email,True,118.0,77354846,
78464,KEY_UP,Shift,4e12d720-4931-41bb-b214-4c07dad9b4c7,email,,,77354846,
78479,KEY_UP,,4e12d720-4931-41bb-b214-4c07dad9b4c7,email,,1138.0,77354846,
78656,KEY_DOWN,,4e12d720-4931-41bb-b214-4c07dad9b4c7,email,,1152.0,77354846,
78729,KEY_UP,,4e12d720-4931-41bb-b214-4c07dad9b4c7,email,,1152.0,77354846,
78903,KEY_DOWN,,4e12d720-4931-41bb-b214-4c07dad9b4c7,email,,112.0,77354846,
79013,KEY_DOWN,,4e12d720-4931-41bb-b214-4c07dad9b4c7,email,,1144.0,77354846,
79042,KEY_UP,,4e12d720-4931-41bb-b214-4c07dad9b4c7,email,,112.0,77354846,
79131,KEY_UP,,4e12d720-4931-41bb-b214-4c07dad9b4c7,email,,1144.0,77354846,
