determined_at,type,special_key,meta_key,target.target_id,masked_key,gid,target.target_type,shift_key,control_key,time_diff
26066,KEY_DOWN,,,09afea9d-084d-4a0b-8c26-4388a642d4fa,121.0,06136989,email,,,107.0
26254,KEY_DOWN,,,09afea9d-084d-4a0b-8c26-4388a642d4fa,66.0,06136989,email,,,188.0
26847,KEY_DOWN,,,09afea9d-084d-4a0b-8c26-4388a642d4fa,595.0,06136989,email,,,593.0
26992,KEY_DOWN,,,09afea9d-084d-4a0b-8c26-4388a642d4fa,121.0,06136989,email,,,145.0
27129,KEY_DOWN,,,09afea9d-084d-4a0b-8c26-4388a642d4fa,425.0,06136989,email,,,137.0
27816,KEY_DOWN,,,09afea9d-084d-4a0b-8c26-4388a642d4fa,7733.0,06136989,email,,,687.0
28207,KEY_DOWN,,,09afea9d-084d-4a0b-8c26-4388a642d4fa,7918.0,06136989,email,,,391.0
28319,KEY_DOWN,,,09afea9d-084d-4a0b-8c26-4388a642d4fa,81.0,06136989,email,,,112.0
28489,KEY_DOWN,,,09afea9d-084d-4a0b-8c26-4388a642d4fa,425.0,06136989,email,,,170.0
28669,KEY_DOWN,,,09afea9d-084d-4a0b-8c26-4388a642d4fa,193.0,06136989,email,,,180.0
28756,KEY_DOWN,,,09afea9d-084d-4a0b-8c26-4388a642d4fa,595.0,06136989,email,,,87.0
28931,KEY_DOWN,Shift,,09afea9d-084d-4a0b-8c26-4388a642d4fa,,06136989,email,True,,175.0
29046,KEY_DOWN,,,09afea9d-084d-4a0b-8c26-4388a642d4fa,97.0,06136989,email,True,,115.0
29334,KEY_DOWN,,,09afea9d-084d-4a0b-8c26-4388a642d4fa,121.0,06136989,email,,,288.0
29520,KEY_DOWN,,,09afea9d-084d-4a0b-8c26-4388a642d4fa,192.0,06136989,email,,,186.0
29575,KEY_DOWN,,,09afea9d-084d-4a0b-8c26-4388a642d4fa,109.0,06136989,email,,,55.0
29644,KEY_DOWN,,,09afea9d-084d-4a0b-8c26-4388a642d4fa,7929.0,06136989,email,,,69.0
29827,KEY_DOWN,,,09afea9d-084d-4a0b-8c26-4388a642d4fa,66.0,06136989,email,,,183.0
29919,KEY_DOWN,,,09afea9d-084d-4a0b-8c26-4388a642d4fa,7918.0,06136989,email,,,92.0
30056,KEY_DOWN,,,09afea9d-084d-4a0b-8c26-4388a642d4fa,121.0,06136989,email,,,137.0
30160,KEY_DOWN,,,09afea9d-084d-4a0b-8c26-4388a642d4fa,7733.0,06136989,email,,,104.0
30258,KEY_DOWN,,,09afea9d-084d-4a0b-8c26-4388a642d4fa,193.0,06136989,email,,,98.0
30368,KEY_DOWN,,,09afea9d-084d-4a0b-8c26-4388a642d4fa,120.0,06136989,email,,,110.0
30414,KEY_DOWN,,,09afea9d-084d-4a0b-8c26-4388a642d4fa,7929.0,06136989,email,,,46.0
30564,KEY_DOWN,Tab,,09afea9d-084d-4a0b-8c26-4388a642d4fa,,06136989,email,,,150.0
30847,KEY_DOWN,Shift,,521810f6-9c0c-4099-a424-98b1f50da940,,06136989,password,True,,283.0
30968,KEY_DOWN,,,521810f6-9c0c-4099-a424-98b1f50da940,114.0,06136989,password,True,,121.0
31120,KEY_DOWN,,,521810f6-9c0c-4099-a424-98b1f50da940,288.0,06136989,password,,,152.0
31372,KEY_DOWN,,,521810f6-9c0c-4099-a424-98b1f50da940,116.0,06136989,password,,,252.0
31520,KEY_DOWN,,,521810f6-9c0c-4099-a424-98b1f50da940,116.0,06136989,password,,,148.0
31630,KEY_DOWN,,,521810f6-9c0c-4099-a424-98b1f50da940,1008.0,06136989,password,,,110.0
31686,KEY_DOWN,,,521810f6-9c0c-4099-a424-98b1f50da940,7756.0,06136989,password,,,56.0
32003,KEY_DOWN,,,521810f6-9c0c-4099-a424-98b1f50da940,78.0,06136989,password,,,317.0
32060,KEY_DOWN,,,521810f6-9c0c-4099-a424-98b1f50da940,115.0,06136989,password,,,57.0
32106,KEY_DOWN,,,521810f6-9c0c-4099-a424-98b1f50da940,7798.0,06136989,password,,,46.0
32319,KEY_DOWN,Shift,,521810f6-9c0c-4099-a424-98b1f50da940,,06136989,password,True,,213.0
32434,KEY_DOWN,,,521810f6-9c0c-4099-a424-98b1f50da940,639.0,06136989,password,True,,115.0
7315,KEY_DOWN,Meta,True,1bd3d725-a372-4527-918a-9671226867ca,,06455365,body,,,
7427,KEY_DOWN,,True,1bd3d725-a372-4527-918a-9671226867ca,90.0,06455365,body,,,112.0
15854,KEY_DOWN,Shift,,9f068f46-4f1c-4680-a232-b81451c6fcb3,,06455365,text,True,,8427.0
16095,KEY_DOWN,,,9f068f46-4f1c-4680-a232-b81451c6fcb3,110.0,06455365,text,True,,241.0
16180,KEY_DOWN,,,9f068f46-4f1c-4680-a232-b81451c6fcb3,1142.0,06455365,text,,,85.0
16248,KEY_DOWN,,,9f068f46-4f1c-4680-a232-b81451c6fcb3,103.0,06455365,text,,,68.0
16325,KEY_DOWN,,,9f068f46-4f1c-4680-a232-b81451c6fcb3,73.0,06455365,text,,,77.0
16485,KEY_DOWN,Tab,,9f068f46-4f1c-4680-a232-b81451c6fcb3,,06455365,text,,,160.0
16677,KEY_DOWN,Shift,,f8348c18-d515-4758-9814-73c7ecfda6c7,,06455365,text,True,,192.0
16744,KEY_DOWN,,,f8348c18-d515-4758-9814-73c7ecfda6c7,7785.0,06455365,text,True,,67.0
16924,KEY_DOWN,,,f8348c18-d515-4758-9814-73c7ecfda6c7,80.0,06455365,text,,,180.0
16992,KEY_DOWN,,,f8348c18-d515-4758-9814-73c7ecfda6c7,70.0,06455365,text,,,68.0
17102,KEY_DOWN,Tab,,f8348c18-d515-4758-9814-73c7ecfda6c7,,06455365,text,,,110.0
17711,KEY_DOWN,,,b42df3dd-b9e4-4f09-870d-8fe3152d2972,7889.0,06455365,text,,,609.0
17834,KEY_DOWN,,,b42df3dd-b9e4-4f09-870d-8fe3152d2972,67.0,06455365,text,,,123.0
17961,KEY_DOWN,,,b42df3dd-b9e4-4f09-870d-8fe3152d2972,7795.0,06455365,text,,,127.0
18116,KEY_DOWN,,,b42df3dd-b9e4-4f09-870d-8fe3152d2972,78.0,06455365,text,,,155.0
18196,KEY_DOWN,Shift,,b42df3dd-b9e4-4f09-870d-8fe3152d2972,,06455365,text,True,,80.0
18286,KEY_DOWN,,,b42df3dd-b9e4-4f09-870d-8fe3152d2972,7762.0,06455365,text,True,,90.0
18488,KEY_DOWN,,,b42df3dd-b9e4-4f09-870d-8fe3152d2972,7747.0,06455365,text,,,202.0
18679,KEY_DOWN,,,b42df3dd-b9e4-4f09-870d-8fe3152d2972,7897.0,06455365,text,,,191.0
19375,KEY_DOWN,,,b42df3dd-b9e4-4f09-870d-8fe3152d2972,7897.0,06455365,text,,,696.0
19499,KEY_DOWN,,,b42df3dd-b9e4-4f09-870d-8fe3152d2972,78.0,06455365,text,,,124.0
19532,KEY_DOWN,Shift,,b42df3dd-b9e4-4f09-870d-8fe3152d2972,,06455365,text,True,,33.0
19589,KEY_DOWN,,,b42df3dd-b9e4-4f09-870d-8fe3152d2972,537.0,06455365,text,True,,57.0
19714,KEY_DOWN,,,b42df3dd-b9e4-4f09-870d-8fe3152d2972,120.0,06455365,text,,,125.0
19836,KEY_DOWN,,,b42df3dd-b9e4-4f09-870d-8fe3152d2972,7895.0,06455365,text,,,122.0
19949,KEY_DOWN,,,b42df3dd-b9e4-4f09-870d-8fe3152d2972,7895.0,06455365,text,,,113.0
20084,KEY_DOWN,,,b42df3dd-b9e4-4f09-870d-8fe3152d2972,69.0,06455365,text,,,135.0
20276,KEY_DOWN,,,b42df3dd-b9e4-4f09-870d-8fe3152d2972,78.0,06455365,text,,,192.0
20365,KEY_DOWN,Shift,,b42df3dd-b9e4-4f09-870d-8fe3152d2972,,06455365,text,True,,89.0
20478,KEY_DOWN,,,b42df3dd-b9e4-4f09-870d-8fe3152d2972,7718.0,06455365,text,True,,113.0
20626,KEY_DOWN,,,b42df3dd-b9e4-4f09-870d-8fe3152d2972,1076.0,06455365,text,,,148.0
20794,KEY_DOWN,,,b42df3dd-b9e4-4f09-870d-8fe3152d2972,76.0,06455365,text,,,168.0
20874,KEY_DOWN,,,b42df3dd-b9e4-4f09-870d-8fe3152d2972,118.0,06455365,text,,,80.0
20977,KEY_DOWN,,,b42df3dd-b9e4-4f09-870d-8fe3152d2972,374.0,06455365,text,,,103.0
21097,KEY_DOWN,,,b42df3dd-b9e4-4f09-870d-8fe3152d2972,1076.0,06455365,text,,,120.0
21221,KEY_DOWN,,,b42df3dd-b9e4-4f09-870d-8fe3152d2972,7747.0,06455365,text,,,124.0
21694,KEY_DOWN,,,b42df3dd-b9e4-4f09-870d-8fe3152d2972,87.0,06455365,text,,,473.0
21862,KEY_DOWN,,,b42df3dd-b9e4-4f09-870d-8fe3152d2972,78.0,06455365,text,,,168.0
21962,KEY_DOWN,Shift,,b42df3dd-b9e4-4f09-870d-8fe3152d2972,,06455365,text,True,,100.0
22045,KEY_DOWN,,,b42df3dd-b9e4-4f09-870d-8fe3152d2972,77.0,06455365,text,True,,83.0
22176,KEY_DOWN,,,b42df3dd-b9e4-4f09-870d-8fe3152d2972,120.0,06455365,text,,,131.0
22300,KEY_DOWN,,,b42df3dd-b9e4-4f09-870d-8fe3152d2972,7895.0,06455365,text,,,124.0
22412,KEY_DOWN,,,b42df3dd-b9e4-4f09-870d-8fe3152d2972,76.0,06455365,text,,,112.0
22469,KEY_DOWN,,,b42df3dd-b9e4-4f09-870d-8fe3152d2972,72.0,06455365,text,,,57.0
22640,KEY_DOWN,,,b42df3dd-b9e4-4f09-870d-8fe3152d2972,69.0,06455365,text,,,171.0
22716,KEY_DOWN,,,b42df3dd-b9e4-4f09-870d-8fe3152d2972,120.0,06455365,text,,,76.0
22761,KEY_DOWN,,,b42df3dd-b9e4-4f09-870d-8fe3152d2972,87.0,06455365,text,,,45.0
22953,KEY_DOWN,,,b42df3dd-b9e4-4f09-870d-8fe3152d2972,78.0,06455365,text,,,192.0
23133,KEY_DOWN,,,b42df3dd-b9e4-4f09-870d-8fe3152d2972,1009.0,06455365,text,,,180.0
23268,KEY_DOWN,,,b42df3dd-b9e4-4f09-870d-8fe3152d2972,1076.0,06455365,text,,,135.0
23380,KEY_DOWN,,,b42df3dd-b9e4-4f09-870d-8fe3152d2972,78.0,06455365,text,,,112.0
23741,KEY_DOWN,Backspace,,b42df3dd-b9e4-4f09-870d-8fe3152d2972,,06455365,text,,,361.0
23819,KEY_DOWN,Backspace,,b42df3dd-b9e4-4f09-870d-8fe3152d2972,,06455365,text,,,78.0
23931,KEY_DOWN,Backspace,,b42df3dd-b9e4-4f09-870d-8fe3152d2972,,06455365,text,,,112.0
24169,KEY_DOWN,Shift,,b42df3dd-b9e4-4f09-870d-8fe3152d2972,,06455365,text,True,,238.0
24281,KEY_DOWN,,,b42df3dd-b9e4-4f09-870d-8fe3152d2972,77.0,06455365,text,True,,112.0
24370,KEY_DOWN,,,b42df3dd-b9e4-4f09-870d-8fe3152d2972,7777.0,06455365,text,True,,89.0
24452,KEY_DOWN,,,b42df3dd-b9e4-4f09-870d-8fe3152d2972,78.0,06455365,text,True,,82.0
24707,KEY_DOWN,,,b42df3dd-b9e4-4f09-870d-8fe3152d2972,98.0,06455365,text,,,255.0
24786,KEY_DOWN,,,b42df3dd-b9e4-4f09-870d-8fe3152d2972,1119.0,06455365,text,,,79.0
24878,KEY_DOWN,,,b42df3dd-b9e4-4f09-870d-8fe3152d2972,7889.0,06455365,text,,,92.0
25496,KEY_DOWN,,,b42df3dd-b9e4-4f09-870d-8fe3152d2972,7902.0,06455365,text,,,618.0
25618,KEY_DOWN,,,b42df3dd-b9e4-4f09-870d-8fe3152d2972,67.0,06455365,text,,,122.0
50404,KEY_DOWN,,,a7888599-c43e-4db8-9b69-b351eaae80f4,81.0,06455365,email,,,24786.0
50458,KEY_DOWN,,,a7888599-c43e-4db8-9b69-b351eaae80f4,539.0,06455365,email,,,54.0
50573,KEY_DOWN,,,a7888599-c43e-4db8-9b69-b351eaae80f4,78.0,06455365,email,,,115.0
50652,KEY_DOWN,,,a7888599-c43e-4db8-9b69-b351eaae80f4,427.0,06455365,email,,,79.0
50831,KEY_DOWN,Shift,,a7888599-c43e-4db8-9b69-b351eaae80f4,,06455365,email,True,,179.0
50886,KEY_DOWN,,,a7888599-c43e-4db8-9b69-b351eaae80f4,202.0,06455365,email,True,,55.0
51258,KEY_DOWN,,,a7888599-c43e-4db8-9b69-b351eaae80f4,89.0,06455365,email,,,372.0
51381,KEY_DOWN,,,a7888599-c43e-4db8-9b69-b351eaae80f4,1078.0,06455365,email,,,123.0
52045,KEY_DOWN,,,a7888599-c43e-4db8-9b69-b351eaae80f4,1078.0,06455365,email,,,664.0
52362,KEY_DOWN,,,a7888599-c43e-4db8-9b69-b351eaae80f4,427.0,06455365,email,,,317.0
54002,KEY_DOWN,,,a7888599-c43e-4db8-9b69-b351eaae80f4,7805.0,06455365,email,,,1640.0
54059,KEY_DOWN,,,a7888599-c43e-4db8-9b69-b351eaae80f4,67.0,06455365,email,,,57.0
54296,KEY_DOWN,,,a7888599-c43e-4db8-9b69-b351eaae80f4,427.0,06455365,email,,,237.0
54375,KEY_DOWN,,,a7888599-c43e-4db8-9b69-b351eaae80f4,7805.0,06455365,email,,,79.0
54431,KEY_DOWN,,,a7888599-c43e-4db8-9b69-b351eaae80f4,67.0,06455365,email,,,56.0
55151,KEY_DOWN,,,a7888599-c43e-4db8-9b69-b351eaae80f4,65.0,06455365,email,,,720.0
55423,KEY_DOWN,,,a7888599-c43e-4db8-9b69-b351eaae80f4,79.0,06455365,email,,,272.0
55477,KEY_DOWN,,,a7888599-c43e-4db8-9b69-b351eaae80f4,1078.0,06455365,email,,,54.0
55623,KEY_DOWN,Tab,,a7888599-c43e-4db8-9b69-b351eaae80f4,,06455365,email,,,146.0
56410,KEY_DOWN,Shift,,24972686-23f5-4238-ab17-bcd7800b5aa4,,06455365,password,True,,787.0
56432,KEY_DOWN,,,24972686-23f5-4238-ab17-bcd7800b5aa4,101.0,06455365,password,True,,22.0
56580,KEY_DOWN,,,24972686-23f5-4238-ab17-bcd7800b5aa4,681.0,06455365,password,,,148.0
56747,KEY_DOWN,,,24972686-23f5-4238-ab17-bcd7800b5aa4,116.0,06455365,password,,,167.0
56883,KEY_DOWN,,,24972686-23f5-4238-ab17-bcd7800b5aa4,116.0,06455365,password,,,136.0
56996,KEY_DOWN,,,24972686-23f5-4238-ab17-bcd7800b5aa4,628.0,06455365,password,,,113.0
57097,KEY_DOWN,,,24972686-23f5-4238-ab17-bcd7800b5aa4,68.0,06455365,password,,,101.0
57377,KEY_DOWN,,,24972686-23f5-4238-ab17-bcd7800b5aa4,7691.0,06455365,password,,,280.0
57468,KEY_DOWN,,,24972686-23f5-4238-ab17-bcd7800b5aa4,122.0,06455365,password,,,91.0
57523,KEY_DOWN,,,24972686-23f5-4238-ab17-bcd7800b5aa4,647.0,06455365,password,,,55.0
57827,KEY_DOWN,Shift,,24972686-23f5-4238-ab17-bcd7800b5aa4,,06455365,password,True,,304.0
57985,KEY_DOWN,,,24972686-23f5-4238-ab17-bcd7800b5aa4,268.0,06455365,password,True,,158.0
58573,KEY_DOWN,Enter,,24972686-23f5-4238-ab17-bcd7800b5aa4,,06455365,password,,,588.0
1625,KEY_DOWN,Meta,True,42e5d22b-d233-4ce0-9bf1-1531b284b7ec,,07361069,body,,,
2746,KEY_DOWN,Meta,True,42e5d22b-d233-4ce0-9bf1-1531b284b7ec,,07361069,body,,,1121.0
2992,KEY_DOWN,,True,42e5d22b-d233-4ce0-9bf1-1531b284b7ec,1046.0,07361069,body,,,246.0
7296,KEY_DOWN,Shift,,34c9fc75-be2f-43b0-801a-402a4b5bef62,,07361069,text,True,,4304.0
7436,KEY_DOWN,,,34c9fc75-be2f-43b0-801a-402a4b5bef62,7752.0,07361069,text,True,,140.0
8278,KEY_DOWN,,,34c9fc75-be2f-43b0-801a-402a4b5bef62,1049.0,07361069,text,,,842.0
8395,KEY_DOWN,,,34c9fc75-be2f-43b0-801a-402a4b5bef62,87.0,07361069,text,,,117.0
8648,KEY_DOWN,,,34c9fc75-be2f-43b0-801a-402a4b5bef62,72.0,07361069,text,,,253.0
9542,KEY_DOWN,,,34c9fc75-be2f-43b0-801a-402a4b5bef62,7735.0,07361069,text,,,894.0
9614,KEY_DOWN,,,34c9fc75-be2f-43b0-801a-402a4b5bef62,293.0,07361069,text,,,72.0
9893,KEY_DOWN,,,34c9fc75-be2f-43b0-801a-402a4b5bef62,85.0,07361069,text,,,279.0
10232,KEY_DOWN,,,34c9fc75-be2f-43b0-801a-402a4b5bef62,366.0,07361069,text,,,339.0
10516,KEY_DOWN,,,34c9fc75-be2f-43b0-801a-402a4b5bef62,1049.0,07361069,text,,,284.0
10716,KEY_DOWN,,,34c9fc75-be2f-43b0-801a-402a4b5bef62,78.0,07361069,text,,,200.0
10787,KEY_DOWN,,,34c9fc75-be2f-43b0-801a-402a4b5bef62,87.0,07361069,text,,,71.0
12057,KEY_DOWN,Tab,,34c9fc75-be2f-43b0-801a-402a4b5bef62,,07361069,text,,,1270.0
12329,KEY_DOWN,Shift,,339fc31a-e075-44a3-96ee-2f80cddb7de3,,07361069,text,True,,272.0
12501,KEY_DOWN,,,339fc31a-e075-44a3-96ee-2f80cddb7de3,119.0,07361069,text,True,,172.0
12718,KEY_DOWN,,,339fc31a-e075-44a3-96ee-2f80cddb7de3,82.0,07361069,text,,,217.0
12882,KEY_DOWN,,,339fc31a-e075-44a3-96ee-2f80cddb7de3,121.0,07361069,text,,,164.0
13048,KEY_DOWN,,,339fc31a-e075-44a3-96ee-2f80cddb7de3,70.0,07361069,text,,,166.0
13741,KEY_DOWN,Tab,,339fc31a-e075-44a3-96ee-2f80cddb7de3,,07361069,text,,,693.0
16943,KEY_DOWN,,,2339ca3e-7c03-45a7-86f3-85c72b0e600c,1121.0,07361069,text,,,3202.0
17230,KEY_DOWN,,,2339ca3e-7c03-45a7-86f3-85c72b0e600c,87.0,07361069,text,,,287.0
19087,KEY_DOWN,,,2339ca3e-7c03-45a7-86f3-85c72b0e600c,118.0,07361069,text,,,1857.0
