determined_at,type,special_key,target.target_id,target.target_type,masked_key,gid,shift_key,meta_key,time_diff
46422,KEY_DOWN,,5a91ae6a-de41-490e-b546-0ac7ed804f4b,text,1108.0,24186470,,,377.0
46669,KEY_DOWN,,5a91ae6a-de41-490e-b546-0ac7ed804f4b,text,86.0,24186470,,,247.0
46883,KEY_DOWN,,5a91ae6a-de41-490e-b546-0ac7ed804f4b,text,84.0,24186470,,,214.0
47489,KEY_DOWN,Tab,5a91ae6a-de41-490e-b546-0ac7ed804f4b,text,,24186470,,,606.0
48964,KEY_DOWN,,eb74104b-3b5c-40d9-802f-7c26ec577ea8,text,70.0,24186470,,,1475.0
49124,KEY_DOWN,,eb74104b-3b5c-40d9-802f-7c26ec577ea8,text,85.0,24186470,,,160.0
49450,KEY_DOWN,,eb74104b-3b5c-40d9-802f-7c26ec577ea8,text,102.0,24186470,,,326.0
49658,KEY_DOWN,,eb74104b-3b5c-40d9-802f-7c26ec577ea8,text,106.0,24186470,,,208.0
49986,KEY_DOWN,Tab,eb74104b-3b5c-40d9-802f-7c26ec577ea8,text,,24186470,,,328.0
52843,KEY_DOWN,,d08c30f0-d392-457f-816f-b08b79a26253,text,530.0,24186470,,,2857.0
52976,KEY_DOWN,,d08c30f0-d392-457f-816f-b08b79a26253,text,103.0,24186470,,,133.0
53394,KEY_DOWN,,d08c30f0-d392-457f-816f-b08b79a26253,text,7916.0,24186470,,,418.0
72532,KEY_DOWN,,23149250-42bf-496f-817d-c8988ba2f3df,text,108.0,24850428,,,
72836,KEY_DOWN,,23149250-42bf-496f-817d-c8988ba2f3df,text,7737.0,24850428,,,304.0
74396,KEY_DOWN,,23149250-42bf-496f-817d-c8988ba2f3df,text,118.0,24850428,,,1560.0
74748,KEY_DOWN,,23149250-42bf-496f-817d-c8988ba2f3df,text,118.0,24850428,,,352.0
76580,KEY_DOWN,,23149250-42bf-496f-817d-c8988ba2f3df,text,7737.0,24850428,,,1832.0
76892,KEY_DOWN,,23149250-42bf-496f-817d-c8988ba2f3df,text,638.0,24850428,,,312.0
78244,KEY_DOWN,,23149250-42bf-496f-817d-c8988ba2f3df,text,7708.0,24850428,,,1352.0
78372,KEY_DOWN,,23149250-42bf-496f-817d-c8988ba2f3df,text,7792.0,24850428,,,128.0
79332,KEY_DOWN,,23149250-42bf-496f-817d-c8988ba2f3df,text,7737.0,24850428,,,960.0
79876,KEY_DOWN,,23149250-42bf-496f-817d-c8988ba2f3df,text,7792.0,24850428,,,544.0
80308,KEY_DOWN,,23149250-42bf-496f-817d-c8988ba2f3df,text,512.0,24850428,,,432.0
82776,KEY_DOWN,,23149250-42bf-496f-817d-c8988ba2f3df,text,7737.0,24850428,,,2468.0
83072,KEY_DOWN,,23149250-42bf-496f-817d-c8988ba2f3df,text,1132.0,24850428,,,296.0
83564,KEY_DOWN,,23149250-42bf-496f-817d-c8988ba2f3df,text,102.0,24850428,,,492.0
85464,KEY_DOWN,,23149250-42bf-496f-817d-c8988ba2f3df,text,108.0,24850428,,,1900.0
85728,KEY_DOWN,,23149250-42bf-496f-817d-c8988ba2f3df,text,1132.0,24850428,,,264.0
87624,KEY_DOWN,,23149250-42bf-496f-817d-c8988ba2f3df,text,7708.0,24850428,,,1896.0
87888,KEY_DOWN,,23149250-42bf-496f-817d-c8988ba2f3df,text,7708.0,24850428,,,264.0
88120,KEY_DOWN,,23149250-42bf-496f-817d-c8988ba2f3df,text,7708.0,24850428,,,232.0
89200,KEY_DOWN,Tab,23149250-42bf-496f-817d-c8988ba2f3df,text,,24850428,,,1080.0
90368,KEY_DOWN,,23860206-e492-4998-9fab-bc19d5b57160,text,369.0,24850428,,,1168.0
90960,KEY_DOWN,,23860206-e492-4998-9fab-bc19d5b57160,text,108.0,24850428,,,592.0
92504,KEY_DOWN,,23860206-e492-4998-9fab-bc19d5b57160,text,7813.0,24850428,,,1544.0
92784,KEY_DOWN,,23860206-e492-4998-9fab-bc19d5b57160,text,7805.0,24850428,,,280.0
96456,KEY_DOWN,Tab,23860206-e492-4998-9fab-bc19d5b57160,text,,24850428,,,3672.0
98216,KEY_DOWN,,6df7f31c-5e64-4ee5-8f7c-fbb4f4c36f2d,text,7882.0,24850428,,,1760.0
98632,KEY_DOWN,,6df7f31c-5e64-4ee5-8f7c-fbb4f4c36f2d,text,111.0,24850428,,,416.0
98880,KEY_DOWN,,6df7f31c-5e64-4ee5-8f7c-fbb4f4c36f2d,text,77.0,24850428,,,248.0
51489,KEY_DOWN,,d7e859cf-ae74-4af3-8914-6a904817ab68,text,114.0,26151014,,,
51899,KEY_DOWN,,d7e859cf-ae74-4af3-8914-6a904817ab68,text,482.0,26151014,,,410.0
52145,KEY_DOWN,,d7e859cf-ae74-4af3-8914-6a904817ab68,text,295.0,26151014,,,246.0
52620,KEY_DOWN,,d7e859cf-ae74-4af3-8914-6a904817ab68,text,114.0,26151014,,,475.0
57456,KEY_DOWN,,d7e859cf-ae74-4af3-8914-6a904817ab68,text,603.0,26151014,,,4836.0
58013,KEY_DOWN,,d7e859cf-ae74-4af3-8914-6a904817ab68,text,435.0,26151014,,,557.0
58407,KEY_DOWN,Backspace,d7e859cf-ae74-4af3-8914-6a904817ab68,text,,26151014,,,394.0
58522,KEY_DOWN,,d7e859cf-ae74-4af3-8914-6a904817ab68,text,482.0,26151014,,,115.0
60111,KEY_DOWN,,d7e859cf-ae74-4af3-8914-6a904817ab68,text,7883.0,26151014,,,1589.0
60324,KEY_DOWN,,d7e859cf-ae74-4af3-8914-6a904817ab68,text,7830.0,26151014,,,213.0
60473,KEY_DOWN,,d7e859cf-ae74-4af3-8914-6a904817ab68,text,7830.0,26151014,,,149.0
60898,KEY_DOWN,Backspace,d7e859cf-ae74-4af3-8914-6a904817ab68,text,,26151014,,,425.0
62488,KEY_DOWN,,d7e859cf-ae74-4af3-8914-6a904817ab68,text,435.0,26151014,,,1590.0
62783,KEY_DOWN,,d7e859cf-ae74-4af3-8914-6a904817ab68,text,435.0,26151014,,,295.0
63062,KEY_DOWN,,d7e859cf-ae74-4af3-8914-6a904817ab68,text,482.0,26151014,,,279.0
64062,KEY_DOWN,,d7e859cf-ae74-4af3-8914-6a904817ab68,text,295.0,26151014,,,1000.0
65062,KEY_DOWN,,d7e859cf-ae74-4af3-8914-6a904817ab68,text,603.0,26151014,,,1000.0
66423,KEY_DOWN,,d7e859cf-ae74-4af3-8914-6a904817ab68,text,70.0,26151014,,,1361.0
66883,KEY_DOWN,,d7e859cf-ae74-4af3-8914-6a904817ab68,text,101.0,26151014,,,460.0
67213,KEY_DOWN,Tab,d7e859cf-ae74-4af3-8914-6a904817ab68,text,,26151014,,,330.0
68014,KEY_DOWN,,4f156da1-9960-4dba-9fff-6fecd0023017,text,102.0,26151014,,,801.0
68178,KEY_DOWN,,4f156da1-9960-4dba-9fff-6fecd0023017,text,1037.0,26151014,,,164.0
68620,KEY_DOWN,,4f156da1-9960-4dba-9fff-6fecd0023017,text,86.0,26151014,,,442.0
68784,KEY_DOWN,,4f156da1-9960-4dba-9fff-6fecd0023017,text,84.0,26151014,,,164.0
69066,KEY_DOWN,Tab,4f156da1-9960-4dba-9fff-6fecd0023017,text,,26151014,,,282.0
70505,KEY_DOWN,,c5a821e0-5589-4b98-a0c9-eef69b78ce4c,text,1035.0,26151014,,,1439.0
71226,KEY_DOWN,,c5a821e0-5589-4b98-a0c9-eef69b78ce4c,text,328.0,26151014,,,721.0
71489,KEY_DOWN,,c5a821e0-5589-4b98-a0c9-eef69b78ce4c,text,1035.0,26151014,,,263.0
62424,KEY_DOWN,,feea9323-fca3-4b55-ac8a-ea15e2e134c5,text,107.0,27822106,,,
62807,KEY_DOWN,,feea9323-fca3-4b55-ac8a-ea15e2e134c5,text,233.0,27822106,,,383.0
63099,KEY_DOWN,,feea9323-fca3-4b55-ac8a-ea15e2e134c5,text,115.0,27822106,,,292.0
64089,KEY_DOWN,,feea9323-fca3-4b55-ac8a-ea15e2e134c5,text,113.0,27822106,,,990.0
66205,KEY_DOWN,,feea9323-fca3-4b55-ac8a-ea15e2e134c5,text,107.0,27822106,,,2116.0
66613,KEY_DOWN,,feea9323-fca3-4b55-ac8a-ea15e2e134c5,text,7747.0,27822106,,,408.0
67149,KEY_DOWN,,feea9323-fca3-4b55-ac8a-ea15e2e134c5,text,107.0,27822106,,,536.0
68432,KEY_DOWN,,feea9323-fca3-4b55-ac8a-ea15e2e134c5,text,115.0,27822106,,,1283.0
68814,KEY_DOWN,,feea9323-fca3-4b55-ac8a-ea15e2e134c5,text,7747.0,27822106,,,382.0
70030,KEY_DOWN,,feea9323-fca3-4b55-ac8a-ea15e2e134c5,text,233.0,27822106,,,1216.0
71630,KEY_DOWN,,feea9323-fca3-4b55-ac8a-ea15e2e134c5,text,7820.0,27822106,,,1600.0
72009,KEY_DOWN,,feea9323-fca3-4b55-ac8a-ea15e2e134c5,text,7755.0,27822106,,,379.0
73674,KEY_DOWN,,feea9323-fca3-4b55-ac8a-ea15e2e134c5,text,107.0,27822106,,,1665.0
73943,KEY_DOWN,,feea9323-fca3-4b55-ac8a-ea15e2e134c5,text,7747.0,27822106,,,269.0
74780,KEY_DOWN,,feea9323-fca3-4b55-ac8a-ea15e2e134c5,text,233.0,27822106,,,837.0
75159,KEY_DOWN,,feea9323-fca3-4b55-ac8a-ea15e2e134c5,text,233.0,27822106,,,379.0
75745,KEY_DOWN,Tab,feea9323-fca3-4b55-ac8a-ea15e2e134c5,text,,27822106,,,586.0
76734,KEY_DOWN,,84ef1dfb-c62c-4dad-b260-62c8f1c4f73a,text,7775.0,27822106,,,989.0
77095,KEY_DOWN,,84ef1dfb-c62c-4dad-b260-62c8f1c4f73a,text,113.0,27822106,,,361.0
78310,KEY_DOWN,,84ef1dfb-c62c-4dad-b260-62c8f1c4f73a,text,103.0,27822106,,,1215.0
78558,KEY_DOWN,,84ef1dfb-c62c-4dad-b260-62c8f1c4f73a,text,82.0,27822106,,,248.0
78872,KEY_DOWN,Tab,84ef1dfb-c62c-4dad-b260-62c8f1c4f73a,text,,27822106,,,314.0
79862,KEY_DOWN,,95722a07-cc2c-4888-8b65-4d8107428f0c,text,78.0,27822106,,,990.0
80121,KEY_DOWN,,95722a07-cc2c-4888-8b65-4d8107428f0c,text,1101.0,27822106,,,259.0
80379,KEY_DOWN,,95722a07-cc2c-4888-8b65-4d8107428f0c,text,7874.0,27822106,,,258.0
56075,KEY_DOWN,,40d8449d-ed3c-43b7-96e9-f56ba92ee250,text,1142.0,31320854,,,
56256,KEY_DOWN,,40d8449d-ed3c-43b7-96e9-f56ba92ee250,text,263.0,31320854,,,181.0
57026,KEY_DOWN,Backspace,40d8449d-ed3c-43b7-96e9-f56ba92ee250,text,,31320854,,,770.0
57321,KEY_DOWN,,40d8449d-ed3c-43b7-96e9-f56ba92ee250,text,7900.0,31320854,,,295.0
57682,KEY_DOWN,,40d8449d-ed3c-43b7-96e9-f56ba92ee250,text,1142.0,31320854,,,361.0
58108,KEY_DOWN,,40d8449d-ed3c-43b7-96e9-f56ba92ee250,text,263.0,31320854,,,426.0
59861,KEY_DOWN,,40d8449d-ed3c-43b7-96e9-f56ba92ee250,text,86.0,31320854,,,1753.0
60255,KEY_DOWN,,40d8449d-ed3c-43b7-96e9-f56ba92ee250,text,1142.0,31320854,,,394.0
61337,KEY_DOWN,,40d8449d-ed3c-43b7-96e9-f56ba92ee250,text,88.0,31320854,,,1082.0
62172,KEY_DOWN,,40d8449d-ed3c-43b7-96e9-f56ba92ee250,text,86.0,31320854,,,835.0
63303,KEY_DOWN,,40d8449d-ed3c-43b7-96e9-f56ba92ee250,text,86.0,31320854,,,1131.0
64270,KEY_DOWN,,40d8449d-ed3c-43b7-96e9-f56ba92ee250,text,1033.0,31320854,,,967.0
64566,KEY_DOWN,,40d8449d-ed3c-43b7-96e9-f56ba92ee250,text,1033.0,31320854,,,296.0
64844,KEY_DOWN,,40d8449d-ed3c-43b7-96e9-f56ba92ee250,text,1032.0,31320854,,,278.0
65156,KEY_DOWN,,40d8449d-ed3c-43b7-96e9-f56ba92ee250,text,86.0,31320854,,,312.0
65680,KEY_DOWN,,40d8449d-ed3c-43b7-96e9-f56ba92ee250,text,263.0,31320854,,,524.0
66041,KEY_DOWN,,40d8449d-ed3c-43b7-96e9-f56ba92ee250,text,79.0,31320854,,,361.0
66205,KEY_DOWN,,40d8449d-ed3c-43b7-96e9-f56ba92ee250,text,1142.0,31320854,,,164.0
66421,KEY_DOWN,Tab,40d8449d-ed3c-43b7-96e9-f56ba92ee250,text,,31320854,,,216.0
67663,KEY_DOWN,,1d6f8068-6572-414e-8427-4c54ae41fc52,text,104.0,31320854,,,1242.0
67778,KEY_DOWN,,1d6f8068-6572-414e-8427-4c54ae41fc52,text,7692.0,31320854,,,115.0
68499,KEY_DOWN,,1d6f8068-6572-414e-8427-4c54ae41fc52,text,316.0,31320854,,,721.0
68573,KEY_DOWN,,1d6f8068-6572-414e-8427-4c54ae41fc52,text,406.0,31320854,,,74.0
68846,KEY_DOWN,Tab,1d6f8068-6572-414e-8427-4c54ae41fc52,text,,31320854,,,273.0
70187,KEY_DOWN,,0396e297-4e52-48e5-8867-260309b828b4,text,7780.0,31320854,,,1341.0
70294,KEY_DOWN,,0396e297-4e52-48e5-8867-260309b828b4,text,81.0,31320854,,,107.0
70581,KEY_DOWN,,0396e297-4e52-48e5-8867-260309b828b4,text,496.0,31320854,,,287.0
71072,KEY_DOWN,Backspace,0396e297-4e52-48e5-8867-260309b828b4,text,,31320854,,,491.0
71097,KEY_DOWN,,0396e297-4e52-48e5-8867-260309b828b4,text,105.0,31320854,,,25.0
71616,KEY_DOWN,Tab,0396e297-4e52-48e5-8867-260309b828b4,text,,31320854,,,519.0
70336,KEY_DOWN,,2333f01a-315c-4b47-9692-b23eb27a9961,text,7766.0,32848205,,,
70536,KEY_DOWN,,2333f01a-315c-4b47-9692-b23eb27a9961,text,302.0,32848205,,,200.0
71160,KEY_DOWN,,2333f01a-315c-4b47-9692-b23eb27a9961,text,85.0,32848205,,,624.0
71560,KEY_DOWN,,2333f01a-315c-4b47-9692-b23eb27a9961,text,100.0,32848205,,,400.0
72088,KEY_DOWN,,2333f01a-315c-4b47-9692-b23eb27a9961,text,7766.0,32848205,,,528.0
72360,KEY_DOWN,,2333f01a-315c-4b47-9692-b23eb27a9961,text,654.0,32848205,,,272.0
72704,KEY_DOWN,,2333f01a-315c-4b47-9692-b23eb27a9961,text,321.0,32848205,,,344.0
72912,KEY_DOWN,,2333f01a-315c-4b47-9692-b23eb27a9961,text,321.0,32848205,,,208.0
73160,KEY_DOWN,,2333f01a-315c-4b47-9692-b23eb27a9961,text,321.0,32848205,,,248.0
73576,KEY_DOWN,,2333f01a-315c-4b47-9692-b23eb27a9961,text,302.0,32848205,,,416.0
73968,KEY_DOWN,,2333f01a-315c-4b47-9692-b23eb27a9961,text,510.0,32848205,,,392.0
74200,KEY_DOWN,,2333f01a-315c-4b47-9692-b23eb27a9961,text,510.0,32848205,,,232.0
74888,KEY_DOWN,,2333f01a-315c-4b47-9692-b23eb27a9961,text,1014.0,32848205,,,688.0
75240,KEY_DOWN,,2333f01a-315c-4b47-9692-b23eb27a9961,text,100.0,32848205,,,352.0
75512,KEY_DOWN,,2333f01a-315c-4b47-9692-b23eb27a9961,text,109.0,32848205,,,272.0
75880,KEY_DOWN,Tab,2333f01a-315c-4b47-9692-b23eb27a9961,text,,32848205,,,368.0
77224,KEY_DOWN,,bcb757d9-c0df-4bd5-a76d-6808a5cbe83c,text,1152.0,32848205,,,1344.0
77352,KEY_DOWN,,bcb757d9-c0df-4bd5-a76d-6808a5cbe83c,text,7735.0,32848205,,,128.0
78000,KEY_DOWN,,bcb757d9-c0df-4bd5-a76d-6808a5cbe83c,text,84.0,32848205,,,648.0
78256,KEY_DOWN,,bcb757d9-c0df-4bd5-a76d-6808a5cbe83c,text,7780.0,32848205,,,256.0
78520,KEY_DOWN,Tab,bcb757d9-c0df-4bd5-a76d-6808a5cbe83c,text,,32848205,,,264.0
80520,KEY_DOWN,,2351b62d-99a4-409d-9826-c38066cbb14e,text,617.0,32848205,,,2000.0
80704,KEY_DOWN,,2351b62d-99a4-409d-9826-c38066cbb14e,text,7698.0,32848205,,,184.0
80944,KEY_DOWN,,2351b62d-99a4-409d-9826-c38066cbb14e,text,121.0,32848205,,,240.0
81208,KEY_DOWN,Tab,2351b62d-99a4-409d-9826-c38066cbb14e,text,,32848205,,,264.0
52083,KEY_DOWN,,e6ddd139-e579-45f7-a3a0-97ef0d77fc55,text,7878.0,36553401,,,
52291,KEY_DOWN,,e6ddd139-e579-45f7-a3a0-97ef0d77fc55,text,449.0,36553401,,,208.0
52515,KEY_DOWN,,e6ddd139-e579-45f7-a3a0-97ef0d77fc55,text,1097.0,36553401,,,224.0
53210,KEY_DOWN,,e6ddd139-e579-45f7-a3a0-97ef0d77fc55,text,104.0,36553401,,,695.0
53451,KEY_DOWN,,e6ddd139-e579-45f7-a3a0-97ef0d77fc55,text,122.0,36553401,,,241.0
53619,KEY_DOWN,,e6ddd139-e579-45f7-a3a0-97ef0d77fc55,text,122.0,36553401,,,168.0
55140,KEY_DOWN,,e6ddd139-e579-45f7-a3a0-97ef0d77fc55,text,104.0,36553401,,,1521.0
55348,KEY_DOWN,,e6ddd139-e579-45f7-a3a0-97ef0d77fc55,text,1097.0,36553401,,,208.0
55698,KEY_DOWN,,e6ddd139-e579-45f7-a3a0-97ef0d77fc55,text,1154.0,36553401,,,350.0
56188,KEY_DOWN,,e6ddd139-e579-45f7-a3a0-97ef0d77fc55,text,1047.0,36553401,,,490.0
56476,KEY_DOWN,,e6ddd139-e579-45f7-a3a0-97ef0d77fc55,text,1154.0,36553401,,,288.0
56779,KEY_DOWN,,e6ddd139-e579-45f7-a3a0-97ef0d77fc55,text,122.0,36553401,,,303.0
56947,KEY_DOWN,,e6ddd139-e579-45f7-a3a0-97ef0d77fc55,text,122.0,36553401,,,168.0
57305,KEY_DOWN,,e6ddd139-e579-45f7-a3a0-97ef0d77fc55,text,1047.0,36553401,,,358.0
58030,KEY_DOWN,,e6ddd139-e579-45f7-a3a0-97ef0d77fc55,text,104.0,36553401,,,725.0
58242,KEY_DOWN,,e6ddd139-e579-45f7-a3a0-97ef0d77fc55,text,104.0,36553401,,,212.0
58425,KEY_DOWN,,e6ddd139-e579-45f7-a3a0-97ef0d77fc55,text,104.0,36553401,,,183.0
58911,KEY_DOWN,Tab,e6ddd139-e579-45f7-a3a0-97ef0d77fc55,text,,36553401,,,486.0
60196,KEY_DOWN,,139624c1-2a2e-45f4-aa42-5f9c77b8f04d,text,479.0,36553401,,,1285.0
60375,KEY_DOWN,,139624c1-2a2e-45f4-aa42-5f9c77b8f04d,text,479.0,36553401,,,179.0
60583,KEY_DOWN,,139624c1-2a2e-45f4-aa42-5f9c77b8f04d,text,73.0,36553401,,,208.0
60776,KEY_DOWN,,139624c1-2a2e-45f4-aa42-5f9c77b8f04d,text,1119.0,36553401,,,193.0
61005,KEY_DOWN,Tab,139624c1-2a2e-45f4-aa42-5f9c77b8f04d,text,,36553401,,,229.0
61175,KEY_DOWN,,3e02b597-dec4-4537-8062-419e92380f75,text,1112.0,36553401,,,170.0
61319,KEY_DOWN,,3e02b597-dec4-4537-8062-419e92380f75,text,97.0,36553401,,,144.0
61485,KEY_DOWN,,3e02b597-dec4-4537-8062-419e92380f75,text,1071.0,36553401,,,166.0
45278,KEY_DOWN,,7ebf802f-0a7a-4742-a95d-4aeec56ce77f,text,1071.0,37672251,,,
45477,KEY_DOWN,,7ebf802f-0a7a-4742-a95d-4aeec56ce77f,text,450.0,37672251,,,199.0
46399,KEY_DOWN,,7ebf802f-0a7a-4742-a95d-4aeec56ce77f,text,7815.0,37672251,,,922.0
47118,KEY_DOWN,,7ebf802f-0a7a-4742-a95d-4aeec56ce77f,text,122.0,37672251,,,719.0
47636,KEY_DOWN,,7ebf802f-0a7a-4742-a95d-4aeec56ce77f,text,1071.0,37672251,,,518.0
48513,KEY_DOWN,,7ebf802f-0a7a-4742-a95d-4aeec56ce77f,text,97.0,37672251,,,877.0
48807,KEY_DOWN,,7ebf802f-0a7a-4742-a95d-4aeec56ce77f,text,1071.0,37672251,,,294.0
49144,KEY_DOWN,,7ebf802f-0a7a-4742-a95d-4aeec56ce77f,text,7815.0,37672251,,,337.0
49438,KEY_DOWN,,7ebf802f-0a7a-4742-a95d-4aeec56ce77f,text,97.0,37672251,,,294.0
50045,KEY_DOWN,,7ebf802f-0a7a-4742-a95d-4aeec56ce77f,text,450.0,37672251,,,607.0
51597,KEY_DOWN,,7ebf802f-0a7a-4742-a95d-4aeec56ce77f,text,107.0,37672251,,,1552.0
52766,KEY_DOWN,,7ebf802f-0a7a-4742-a95d-4aeec56ce77f,text,7850.0,37672251,,,1169.0
53600,KEY_DOWN,,7ebf802f-0a7a-4742-a95d-4aeec56ce77f,text,1071.0,37672251,,,834.0
53767,KEY_DOWN,,7ebf802f-0a7a-4742-a95d-4aeec56ce77f,text,97.0,37672251,,,167.0
54027,KEY_DOWN,,7ebf802f-0a7a-4742-a95d-4aeec56ce77f,text,450.0,37672251,,,260.0
54184,KEY_DOWN,,7ebf802f-0a7a-4742-a95d-4aeec56ce77f,text,450.0,37672251,,,157.0
54723,KEY_DOWN,Tab,7ebf802f-0a7a-4742-a95d-4aeec56ce77f,text,,37672251,,,539.0
55984,KEY_DOWN,,601706a4-4832-4978-aff6-d2d24fca3046,text,7860.0,37672251,,,1261.0
56413,KEY_DOWN,,601706a4-4832-4978-aff6-d2d24fca3046,text,69.0,37672251,,,429.0
56535,KEY_DOWN,,601706a4-4832-4978-aff6-d2d24fca3046,text,535.0,37672251,,,122.0
56636,KEY_DOWN,,601706a4-4832-4978-aff6-d2d24fca3046,text,113.0,37672251,,,101.0
56804,KEY_DOWN,Tab,601706a4-4832-4978-aff6-d2d24fca3046,text,,37672251,,,168.0
64736,KEY_DOWN,Meta,012ebe2a-69f9-43c6-ba33-6be40b2ea900,text,,37672251,,True,7932.0
87371,KEY_DOWN,,012ebe2a-69f9-43c6-ba33-6be40b2ea900,text,7817.0,37672251,,,22635.0
87563,KEY_DOWN,,012ebe2a-69f9-43c6-ba33-6be40b2ea900,text,7856.0,37672251,,,192.0
87743,KEY_DOWN,,012ebe2a-69f9-43c6-ba33-6be40b2ea900,text,83.0,37672251,,,180.0
81406,KEY_DOWN,,f493af09-77de-4dc6-a876-7af4cded8f04,text,90.0,41132968,,,
81734,KEY_DOWN,,f493af09-77de-4dc6-a876-7af4cded8f04,text,7740.0,41132968,,,328.0
82518,KEY_DOWN,,f493af09-77de-4dc6-a876-7af4cded8f04,text,77.0,41132968,,,784.0
82710,KEY_DOWN,,f493af09-77de-4dc6-a876-7af4cded8f04,text,77.0,41132968,,,192.0
83558,KEY_DOWN,,f493af09-77de-4dc6-a876-7af4cded8f04,text,90.0,41132968,,,848.0
83846,KEY_DOWN,,f493af09-77de-4dc6-a876-7af4cded8f04,text,1030.0,41132968,,,288.0
84390,KEY_DOWN,,f493af09-77de-4dc6-a876-7af4cded8f04,text,285.0,41132968,,,544.0
86390,KEY_DOWN,,f493af09-77de-4dc6-a876-7af4cded8f04,text,1030.0,41132968,,,2000.0
87046,KEY_DOWN,,f493af09-77de-4dc6-a876-7af4cded8f04,text,77.0,41132968,,,656.0
87662,KEY_DOWN,,f493af09-77de-4dc6-a876-7af4cded8f04,text,1030.0,41132968,,,616.0
88550,KEY_DOWN,,f493af09-77de-4dc6-a876-7af4cded8f04,text,285.0,41132968,,,888.0
88726,KEY_DOWN,,f493af09-77de-4dc6-a876-7af4cded8f04,text,285.0,41132968,,,176.0
89486,KEY_DOWN,,f493af09-77de-4dc6-a876-7af4cded8f04,text,98.0,41132968,,,760.0
90774,KEY_DOWN,,f493af09-77de-4dc6-a876-7af4cded8f04,text,113.0,41132968,,,1288.0
91030,KEY_DOWN,,f493af09-77de-4dc6-a876-7af4cded8f04,text,7872.0,41132968,,,256.0
92430,KEY_DOWN,,f493af09-77de-4dc6-a876-7af4cded8f04,text,7779.0,41132968,,,1400.0
92586,KEY_DOWN,,f493af09-77de-4dc6-a876-7af4cded8f04,text,7779.0,41132968,,,156.0
92842,KEY_DOWN,,f493af09-77de-4dc6-a876-7af4cded8f04,text,77.0,41132968,,,256.0
95070,KEY_DOWN,,1b547732-22e8-44df-a9cf-f3ab254f1e20,text,615.0,41132968,,,2228.0
95278,KEY_DOWN,,1b547732-22e8-44df-a9cf-f3ab254f1e20,text,106.0,41132968,,,208.0
96166,KEY_DOWN,,1b547732-22e8-44df-a9cf-f3ab254f1e20,text,205.0,41132968,,,888.0
96846,KEY_DOWN,,1b547732-22e8-44df-a9cf-f3ab254f1e20,text,1037.0,41132968,,,680.0
99174,KEY_DOWN,Tab,1b547732-22e8-44df-a9cf-f3ab254f1e20,text,,41132968,,,2328.0
100022,KEY_DOWN,,0c048c06-bad3-44ac-be96-ac916c05d00e,text,1150.0,41132968,,,848.0
100390,KEY_DOWN,,0c048c06-bad3-44ac-be96-ac916c05d00e,text,1023.0,41132968,,,368.0
100694,KEY_DOWN,,0c048c06-bad3-44ac-be96-ac916c05d00e,text,1067.0,41132968,,,304.0
30830,KEY_DOWN,,be7c8504-35ef-4e8c-847b-e94a8656516d,text,111.0,43645963,,,
31437,KEY_DOWN,,be7c8504-35ef-4e8c-847b-e94a8656516d,text,87.0,43645963,,,607.0
33108,KEY_DOWN,,be7c8504-35ef-4e8c-847b-e94a8656516d,text,111.0,43645963,,,1671.0
33813,KEY_DOWN,,be7c8504-35ef-4e8c-847b-e94a8656516d,text,74.0,43645963,,,705.0
34863,KEY_DOWN,,be7c8504-35ef-4e8c-847b-e94a8656516d,text,1054.0,43645963,,,1050.0
35355,KEY_DOWN,,be7c8504-35ef-4e8c-847b-e94a8656516d,text,111.0,43645963,,,492.0
35896,KEY_DOWN,,be7c8504-35ef-4e8c-847b-e94a8656516d,text,538.0,43645963,,,541.0
36649,KEY_DOWN,,be7c8504-35ef-4e8c-847b-e94a8656516d,text,1054.0,43645963,,,753.0
37059,KEY_DOWN,,be7c8504-35ef-4e8c-847b-e94a8656516d,text,1054.0,43645963,,,410.0
37355,KEY_DOWN,,be7c8504-35ef-4e8c-847b-e94a8656516d,text,77.0,43645963,,,296.0
37568,KEY_DOWN,,be7c8504-35ef-4e8c-847b-e94a8656516d,text,77.0,43645963,,,213.0
37863,KEY_DOWN,,be7c8504-35ef-4e8c-847b-e94a8656516d,text,7847.0,43645963,,,295.0
38387,KEY_DOWN,,be7c8504-35ef-4e8c-847b-e94a8656516d,text,1054.0,43645963,,,524.0
38928,KEY_DOWN,,be7c8504-35ef-4e8c-847b-e94a8656516d,text,74.0,43645963,,,541.0
39191,KEY_DOWN,,be7c8504-35ef-4e8c-847b-e94a8656516d,text,109.0,43645963,,,263.0
39404,KEY_DOWN,,be7c8504-35ef-4e8c-847b-e94a8656516d,text,111.0,43645963,,,213.0
39685,KEY_DOWN,Tab,be7c8504-35ef-4e8c-847b-e94a8656516d,text,,43645963,,,281.0
41207,KEY_DOWN,,79002d3a-aed1-4c6c-816b-ea79dd6aae7f,text,353.0,43645963,,,1522.0
41339,KEY_DOWN,,79002d3a-aed1-4c6c-816b-ea79dd6aae7f,text,81.0,43645963,,,132.0
41928,KEY_DOWN,Backspace,79002d3a-aed1-4c6c-816b-ea79dd6aae7f,text,,43645963,,,589.0
42109,KEY_DOWN,Backspace,79002d3a-aed1-4c6c-816b-ea79dd6aae7f,text,,43645963,,,181.0
42666,KEY_DOWN,,79002d3a-aed1-4c6c-816b-ea79dd6aae7f,text,81.0,43645963,,,557.0
